title,author,type,view,like,coin,favorite,share,danmaku,pubdate,bvid,arcurl
谁懂啊！？唱着唱着本人出现了！！,Jiaber吴伯滔,音乐,3455406,271324,65550,50027,8010,2308,1743134400,BV1VuZ5YjECu,https://www.bilibili.com/video/BV1VuZ5YjECu
音乐创作中的版权边界与艺术使命——从某艺人对华晨宇《烟火里的尘埃》改编的侵权争议看创作伦理,华晨宇全球歌迷会,音乐,95005,12001,13265,4861,2332,1199,1743592930,BV1SafKYHE5m,https://www.bilibili.com/video/BV1SafKYHE5m
【脑科学】🐶兔毛手袋の小电台｜Feeding & Satiety｜人声cv：Zacky,Zacky_Y,音乐,164351,63183,2732,22113,1564,0,1743260215,BV1WJZYYHEgg,https://www.bilibili.com/video/BV1WJZYYHEgg
沉浸式假装一对男女在唱“我们好像在哪见过”,沙拉拉发,音乐,1141503,103541,10636,11439,2423,384,1742301336,BV1nvXLYSEVC,https://www.bilibili.com/video/BV1nvXLYSEVC
【王心凌4K】挑战全网王心凌最丝滑变装！霸总们又整活了～那就再看亿遍吧！,王心凌FM,音乐,4747990,369434,11023,25372,5173,336,1742988600,BV1YnoqYVEPF,https://www.bilibili.com/video/BV1YnoqYVEPF
循环歌单|震惊！哪吒和敖丙合唱了！《我乃哪吒三太子》瀚墨&吕艳婷&王朝1982,经典果冻音乐,音乐,367503,296,109,3631,6,18,1743248716,BV1PMZPYTE6u,https://www.bilibili.com/video/BV1PMZPYTE6u
一口气带你听完李启萌那些神级翻唱，你都过哪几首呢？#李启萌#神级翻唱#句号#放个大招给你看#123我爱你,绮梦音乐馆Qm,音乐,312402,2196,180,15696,6,152,1743415451,BV1hCZJYtEFq,https://www.bilibili.com/video/BV1hCZJYtEFq
愿戴荣光坠入天渊｜《鸣潮》卡提希娅主题曲,JLRS-jayfm,音乐,1558534,71178,38309,45426,8971,1529,1743215224,BV1zUZFYpE9Z,https://www.bilibili.com/video/BV1zUZFYpE9Z
一首《GGbond》人群炸开花,魔人周干,音乐,1060364,71171,292,1912,264,94,1742122750,BV1PpQ8YFEMP,https://www.bilibili.com/video/BV1PpQ8YFEMP
“初见她，漫步溪桥下”《相思遥》绝美戏腔翻唱！,咻咻满,音乐,687645,30195,17105,11891,1725,718,1743584801,BV1FAfPYeE4P,https://www.bilibili.com/video/BV1FAfPYeE4P
SMTR25 Official Trailer Film,SMTOWN,音乐,409251,22179,4949,5296,3243,24286,1743351150,BV1uyZ6YEErN,https://www.bilibili.com/video/BV1uyZ6YEErN
【鼓手养成计划】唐汉霄《就是哪吒》架子鼓演奏,鼓手Shawn,音乐,1269890,7255,7723,92671,6,4,1739454465,BV1c5KWeVEsA,https://www.bilibili.com/video/BV1c5KWeVEsA
循环歌单|“严肃猫の小曲”|《WAKE UP! (Sped Up)-MoonDeity》|动态歌词,心刚音乐库,音乐,290326,4532,1008,27593,80,256,1743321600,BV1h5ZAYVE8q,https://www.bilibili.com/video/BV1h5ZAYVE8q
千万不要低估情歌王子的含金量,盘点音乐2023,音乐,1136424,15497,3874,71080,24,20,1743484582,BV1hdZxYCEfg,https://www.bilibili.com/video/BV1hdZxYCEfg
《鸣潮》OST幕后特别影像——「辉煌圣堂的垂怜」,鸣潮先行公约,音乐,169355,17114,3084,2135,482,136,1743415277,BV1b2ZJYxEFG,https://www.bilibili.com/video/BV1b2ZJYxEFG
“我在5:20睡觉13:14准时起”《5:20AM》,byd小绫,音乐,1879801,54941,9557,138860,1904,367,1743234855,BV15CZcY1Ef1,https://www.bilibili.com/video/BV15CZcY1Ef1
神呐 神呐，救救我吧QAQ！《弄舌》,洛少爷,音乐,902783,49440,8800,49838,971,979,1743480453,BV1HjZ4YFEaX,https://www.bilibili.com/video/BV1HjZ4YFEaX
临表涕零，不知所言,金坤大叔,音乐,2212142,514682,82065,100731,11810,786,1741232233,BV1VPRAYgEPC,https://www.bilibili.com/video/BV1VPRAYgEPC
《Normal No More(小提琴）》循环版|“很多时候不单单是在听曲子，而是在听回忆”|,绪笔梦生花,音乐,341090,19371,2760,54996,564,325,1743379346,BV1dYZkYYERA,https://www.bilibili.com/video/BV1dYZkYYERA
春天就要唱《宣告春天》啊！,Maggie_麦吉,音乐,1045945,404093,30491,104310,6082,270,1742618595,BV13cXnYEEdD,https://www.bilibili.com/video/BV13cXnYEEdD
虽然你不认识我，但可能听过我写的歌……,KBShinya,音乐,2168592,228714,27730,77459,3191,21596,1743074515,BV1fuZ3YUEm3,https://www.bilibili.com/video/BV1fuZ3YUEm3
【不可能错过你】王力宏「最好的地方」演唱会4K官摄,王力宏,音乐,230316,15931,10219,4252,3055,1815,1743393600,BV1v8Z6YZEpZ,https://www.bilibili.com/video/BV1v8Z6YZEpZ
【黄霄雲2025宇宙无敌号巡演】——《不潮不用花钱》舞台直拍！和我一起左左右右扭扭～,黄霄雲,音乐,2845170,212913,16910,37205,4365,2888,1742967752,BV1BMovYCE7d,https://www.bilibili.com/video/BV1BMovYCE7d
🐧他们朝我扔粑粑🐧,单推人六花,音乐,776546,40683,1554,13540,18679,298,1743418562,BV1cnZJY5E6U,https://www.bilibili.com/video/BV1cnZJY5E6U
请赏牛黄(*≧ω≦)【药屋少女的呢喃】,开心蛙蛙_,音乐,467736,104818,4588,19378,923,128,1743329883,BV1xxZzYrErh,https://www.bilibili.com/video/BV1xxZzYrErh
单曲循环|【心要让你看见DJ】|《大手子の小曲》《和平精英の小曲》《使命召唤大手子の小曲》,Breeze微分,音乐,1044783,10078,1698,73487,113,50,1743424926,BV1baZpYYEuT,https://www.bilibili.com/video/BV1baZpYYEuT
你说这《燕云十六州》，什么时候能回来啊？,小少焱的,音乐,1423215,96836,45877,41867,5884,8272,1743141600,BV1K4ZjYkERG,https://www.bilibili.com/video/BV1K4ZjYkERG
点击观看您的愚人节专属视频,Rickrocknroll,音乐,136941,29891,752,2977,3041,10193,1743437752,BV1mVZHYdECn,https://www.bilibili.com/video/BV1mVZHYdECn
【古风歌曲合集】第七期 盘点九首好听的戏腔古风歌曲,果粒橙音乐,音乐,2031968,17330,4749,192693,18,5,1738449000,BV1odFveHEKY,https://www.bilibili.com/video/BV1odFveHEKY
高中生翻唱｜《火力全开》拼好歌系列,一只小璇崽,音乐,1135381,4216,364,19813,20,6,1743319547,BV1khZqY8EM6,https://www.bilibili.com/video/BV1khZqY8EM6
神人翻唱《哆啦Ave睦》,明前奶粉罐,音乐,2249303,219359,33713,68626,37062,447,1742983213,BV1XCoiYBEwm,https://www.bilibili.com/video/BV1XCoiYBEwm
【二游/填词翻唱】⚡用42款二游，合奏一曲《群青》⚡,龙虾ゞ,音乐,1288843,115238,48630,121977,6429,19170,1743127200,BV113Z7YrEj8,https://www.bilibili.com/video/BV113Z7YrEj8
【无损音质】周杰伦歌曲精选100首 歌词版纯享 地表最高音质 每一首都是顶级文案 中国流行音乐开拓者JAY,无损音乐合集,音乐,24480500,53459,37536,71723,6727,2968,1738326240,BV1q4FTeBEMj,https://www.bilibili.com/video/BV1q4FTeBEMj
别给我小马唱死了😭👊🏻 《英雄》,肇岁初十,音乐,733527,47201,4997,12490,2672,2956,1743328800,BV1gUZYYaEEP,https://www.bilibili.com/video/BV1gUZYYaEEP
【翻唱】溯reverse||地下室空灵沉浸版,洋芋坨坨公主,音乐,1357602,274351,47048,126084,7401,11079,1742695500,BV1EWX8YWEs6,https://www.bilibili.com/video/BV1EWX8YWEs6
8090后当年就是吃了多少细糠，才看不上现在的新歌,八零九零音乐,音乐,1843546,38128,14109,37263,6231,14855,1743072755,BV1ryZ3YRESy,https://www.bilibili.com/video/BV1ryZ3YRESy
“我真的爱你，句句不轻易。”我是否是你的《唯一》？,真栗,音乐,719349,37103,11647,12409,1632,653,1743307013,BV1MwZBYuEpp,https://www.bilibili.com/video/BV1MwZBYuEpp
【emo歌曲合集】“前奏一响，遗憾登场”,南风未满,音乐,8513427,106566,36431,553861,2758,7606,1742545705,BV1V9X6YCEbh,https://www.bilibili.com/video/BV1V9X6YCEbh
你可能不认识我，但你应该听过我的歌？来认识一下不？,陈亦洺,音乐,1688601,245368,30463,108730,4121,8422,1743060738,BV1J2ZuY1EKd,https://www.bilibili.com/video/BV1J2ZuY1EKd
如何仅30s学会三首歌曲？！（其实是整活啦！）,七十六喵,音乐,1257547,211699,5263,101169,1621,461,1743167472,BV1NDoRY2EH3,https://www.bilibili.com/video/BV1NDoRY2EH3
"90%的人在电视里听过的BGM,今天终于知道歌名了丨HOPICO",HOPICO,音乐,1789192,75302,40984,35745,4518,7650,1743154200,BV1S6ZPY5E7f,https://www.bilibili.com/video/BV1S6ZPY5E7f
【高端局音乐】“九首顶级emo神曲，你不哭算我输”,小猪忆音,音乐,750720,7768,1632,89595,67,17,1743299592,BV17qZvYmESq,https://www.bilibili.com/video/BV17qZvYmESq
【NCT DREAM】00z的老小是谁?🤔 | DREAM x DREAM,NCTDREAM,音乐,208312,10244,3674,3848,952,4179,1743512400,BV1XyZWYVEZB,https://www.bilibili.com/video/BV1XyZWYVEZB
“自律的痛苦轻如鸿毛，后悔的痛苦重于泰山” |《One Last Time》,Yuki_可依,音乐,296057,18525,2491,22955,543,999,1743228000,BV1d5ZFY1Ef4,https://www.bilibili.com/video/BV1d5ZFY1Ef4
救命！演出图拍成这样怎么办！？,SHENPPER,音乐,606623,83028,2321,20763,3290,52,1742987734,BV1A7oiY4Eti,https://www.bilibili.com/video/BV1A7oiY4Eti
英雄主义【完整版】,在虚无中永存,音乐,4253544,370281,97404,305016,19264,10418,1741914940,BV1ixQgY4EmM,https://www.bilibili.com/video/BV1ixQgY4EmM
《八方来财》火爆国外？老外越听越上头，中国留学生一开口外教懵了,下饭音乐,音乐,225749,1392,42,2796,9,35,1743497178,BV1hoZtYDExh,https://www.bilibili.com/video/BV1hoZtYDExh
"《How Long, How Low》预告片段",Hayd_CN,音乐,1051220,414825,35773,176463,6244,46916,1743482991,BV1YhZ4YSEEc,https://www.bilibili.com/video/BV1YhZ4YSEEc
你真的懂唯一的定义 结尾有惊喜,火火带你去流浪,音乐,664285,135012,11401,24643,2768,100,1743301292,BV1GSZvYzEkz,https://www.bilibili.com/video/BV1GSZvYzEkz
听说“冷门歌手”来B站了？！,大家的音乐机,音乐,306059,6277,798,1113,449,365,1743480000,BV1ffZ4Y8EY5,https://www.bilibili.com/video/BV1ffZ4Y8EY5
【PLAYLIST】经典韩语歌单｜古早抒情｜胶片显影｜同时播放的抒情诗与饶舌信｜“如果思念有声音”,SnowList_,音乐,472357,56364,5241,58044,1355,349,1742917736,BV1Nyo8YyEwG,https://www.bilibili.com/video/BV1Nyo8YyEwG
“李羲承进行曲”是啥？短短几天播放90亿，太魔性了！,咖啡影音,音乐,176331,1715,82,6240,13,35,1743395822,BV1dQZEYAEjN,https://www.bilibili.com/video/BV1dQZEYAEjN
通天大道,盆克吉他手AA,音乐,1028755,141138,9277,15087,22886,1227,1743472800,BV1PrZpY4EN3,https://www.bilibili.com/video/BV1PrZpY4EN3
【Playlist】英文歌单 | 爱是缠绵的诗篇 半是呢喃 半是叹息🎶💞| 暧昧/放松/恋爱/忧伤/旋律,明天见Night,音乐,294179,44490,4964,65294,742,34,1741950204,BV1VNQrYGELx,https://www.bilibili.com/video/BV1VNQrYGELx
【全场直拍】2025 G-DRAGON权志龙高阳演唱会 4K直拍 DAY 1 | Übermensch 250329,K-PLANET,音乐,233495,11767,9105,11882,1713,2551,1743324977,BV1rDZiYoE5Z,https://www.bilibili.com/video/BV1rDZiYoE5Z
《全 世 界 都 在 数 星 星》,瑞典厨师,音乐,1147430,49120,15229,64355,2170,2655,1743156000,BV1HDZVYbEtD,https://www.bilibili.com/video/BV1HDZVYbEtD
