title,author,type,view,like,coin,favorite,share,danmaku,pubdate,bvid,arcurl
我们俩吉他弹唱～,屁屁猪ne,音乐,1242191,195992,30656,24973,6481,697,1742974301,BV1S1oeYbEe1,https://www.bilibili.com/video/BV1S1oeYbEe1
今天遇到高手了......,钢琴波波,音乐,5954051,127971,2548,43254,1472,3275,1743254049,BV1eAZAYDEYC,https://www.bilibili.com/video/BV1eAZAYDEYC
盘点2025上半年爆火的9首破亿神曲，很多人听过却不知道歌名!,是青橘啦,音乐,3348111,49592,15906,344004,397,684,1743484863,BV1bdZxYCEXi,https://www.bilibili.com/video/BV1bdZxYCEXi
将鬼畜动机编成曲 居然只需要这几步？,楷智吃饱了,音乐,1361450,99221,3759,13720,810,220,1743408861,BV1FSZnYVE7P,https://www.bilibili.com/video/BV1FSZnYVE7P
声音是从电路板出来的 电路板叫STYLOSETTE 有音色跟效果 就是你链到香蕉上 或者黄瓜上 他也出来这种声 只要物体导电 他就会出声音 物体只是作为一个按键,那边那个g蛋,音乐,3497641,233787,5220,45637,29704,585,1743323282,BV1J6ZzYwEJU,https://www.bilibili.com/video/BV1J6ZzYwEJU
【愚人节直拍团建】以前的不容易，心酸，通过这首歌真的奔向星辰大海了！#黄霄雲 #星辰大海 #黄霄雲广州演唱会,王心凌桔梗花,音乐,1026961,51698,3141,13503,709,211,1743484591,BV1YQZxYjEBX,https://www.bilibili.com/video/BV1YQZxYjEBX
“胜利之舞”是啥？短短几天播放43亿，网友：太魔性！,Da圣音乐,音乐,8308593,69409,7224,189255,1300,2955,1743154200,BV1oko9YAE9C,https://www.bilibili.com/video/BV1oko9YAE9C
一边打BBOX 一边吃纳豆,BBoxer酋长,音乐,944737,95029,17476,9524,11698,2367,1743500871,BV12uZbYkEo5,https://www.bilibili.com/video/BV12uZbYkEo5
周杰伦暗黑系风格歌曲，你都听过那几首,音乐分享君-,音乐,1220976,24995,6837,172154,9,14,1743250956,BV1ptZAYeE31,https://www.bilibili.com/video/BV1ptZAYeE31
"循环歌单 |【牵丝线】""你枯我不曾萎""",音符拾光阁,音乐,422933,8910,2123,57286,17,184,1743292800,BV17RZaYzEJx,https://www.bilibili.com/video/BV17RZaYzEJx
Ruby让我爱上了JENNIE，首专即神专！万字乐评JENNIE新专Ruby，又来一枚KPOP年专预备役！,X1AOKA1God小凯,音乐,2682987,47869,21178,30609,2081,6501,1743426000,BV1mXZJYHE4u,https://www.bilibili.com/video/BV1mXZJYHE4u
第二十九章：恶魔地球！,勿念火柴人,音乐,1043785,975,243,12352,1,0,1743388354,BV1t8ZCYsECf,https://www.bilibili.com/video/BV1t8ZCYsECf
“百年一遇的模仿奇才”,符尓摩斯R7,音乐,1066426,131182,4168,25834,1861,605,1743325303,BV1WvZzYvEHi,https://www.bilibili.com/video/BV1WvZzYvEHi
[emo神曲合集]“如果忧郁是种天赋”,挽风丶Sama,音乐,3601901,41941,15525,248251,212,330,1743441044,BV1ngZsYxECt,https://www.bilibili.com/video/BV1ngZsYxECt
一口气带你听完爆火全网的十二首人物进行曲，你更喜欢哪一首呢？,多巴胺音乐FM,音乐,1655551,9254,1122,66519,19,42,1743416167,BV1nKZnYkELV,https://www.bilibili.com/video/BV1nKZnYkELV
【邓紫棋的VLOG】I AM GLORIA世界巡玩 之 洛杉矶 & 拉斯维加斯篇,GEM鄧紫棋,音乐,527052,35057,21957,13302,3466,4964,1743566400,BV1C3fcYhEb6,https://www.bilibili.com/video/BV1C3fcYhEb6
陶喆新專輯❗️這次是真的,陶喆的音乐产房,音乐,453773,17669,5185,2477,4100,599,1743472800,BV1EuZnY6EP7,https://www.bilibili.com/video/BV1EuZnY6EP7
真 ·《在真实和荒诞之间起舞》官方MV,蒲熠星,音乐,162867,33814,20575,10293,1649,1333,1743480000,BV1uxZnYfEgo,https://www.bilibili.com/video/BV1uxZnYfEgo
国外声乐老师对比 张国荣 梅艳芳 陈慧娴 周深 近藤真彦《千千阙歌/夕阳之歌》舞台 REACTION,JKAI杰凯,音乐,647007,19471,12237,3638,1584,12794,1743480000,BV1S2ZkY9EA6,https://www.bilibili.com/video/BV1S2ZkY9EA6
开播20年依旧无法超越！中国仙侠配乐天花板什么水平？｜仙剑奇侠传1｜麦振鸿｜胡歌,布陆,音乐,1087047,29292,13871,11163,2498,7364,1743472432,BV1ihZJYiEAu,https://www.bilibili.com/video/BV1ihZJYiEAu
初中生超爽翻唱！《逃！》好听到爆！！！（b站看我这么辛苦的份上给我点流量吧！！！）,一只小阿笑吖,音乐,1298056,114525,26114,65575,3131,1843,1743206485,BV1FKoZY5EZw,https://www.bilibili.com/video/BV1FKoZY5EZw
求求你，别再刀了！B站陈奕迅《跳楼机》真.粤语版,不是词神,音乐,11085504,512359,386133,316096,168480,4514,1742560200,BV1daXrY2EPt,https://www.bilibili.com/video/BV1daXrY2EPt
我感觉我在家里直接当起了海盗,赵赵violin,音乐,1011089,122524,3793,39836,1689,1052,1743327397,BV1hLZzYEEi3,https://www.bilibili.com/video/BV1hLZzYEEi3
【洛天依原创】我是初音未来,WOVOP,音乐,2190747,153361,24530,86129,27153,1066,1743465600,BV1MmZ6YjEDT,https://www.bilibili.com/video/BV1MmZ6YjEDT
我为苏瀑零下二十八度的冬天写了一首歌（已上线，名叫28below,Maggie_桃,音乐,1317093,223925,18398,54421,3821,237,1743225937,BV12kZwYNE8V,https://www.bilibili.com/video/BV12kZwYNE8V
【单曲循环】“宿命感の小曲”《山海皆可平》,KG音乐,音乐,481881,10330,2375,93535,61,13,1743242370,BV1f7ZPYFEPU,https://www.bilibili.com/video/BV1f7ZPYFEPU
八番站台 一命速通一镜到底,上官龍輝,音乐,843500,26307,1851,14965,79,189,1743331193,BV12sZzYGER9,https://www.bilibili.com/video/BV12sZzYGER9
超超超超级讨厌HANA的中文填词！【初音×重音】【雨良 Amala】,没有花香的HANA,音乐,714515,58568,6894,30360,2330,4338,1743494400,BV1aYZ4YEEZs,https://www.bilibili.com/video/BV1aYZ4YEEZs
猜歌大会【第200弹】,方块识曲,音乐,513979,85770,10603,23382,3500,2426,1743300672,BV1H8ZvYpEdw,https://www.bilibili.com/video/BV1H8ZvYpEdw
谁懂啊！？唱着唱着本人出现了！！,Jiaber吴伯滔,音乐,3452980,271146,65487,49997,8005,2306,1743134400,BV1VuZ5YjECu,https://www.bilibili.com/video/BV1VuZ5YjECu
音乐创作中的版权边界与艺术使命——从某艺人对华晨宇《烟火里的尘埃》改编的侵权争议看创作伦理,华晨宇全球歌迷会,音乐,94988,12001,13265,4861,2331,1199,1743592930,BV1SafKYHE5m,https://www.bilibili.com/video/BV1SafKYHE5m
【脑科学】🐶兔毛手袋の小电台｜Feeding & Satiety｜人声cv：Zacky,Zacky_Y,音乐,164299,63176,2732,22115,1563,0,1743260215,BV1WJZYYHEgg,https://www.bilibili.com/video/BV1WJZYYHEgg
沉浸式假装一对男女在唱“我们好像在哪见过”,沙拉拉发,音乐,1141236,103533,10632,11431,2421,384,1742301336,BV1nvXLYSEVC,https://www.bilibili.com/video/BV1nvXLYSEVC
【王心凌4K】挑战全网王心凌最丝滑变装！霸总们又整活了～那就再看亿遍吧！,王心凌FM,音乐,4746437,369382,11021,25372,5170,336,1742988600,BV1YnoqYVEPF,https://www.bilibili.com/video/BV1YnoqYVEPF
循环歌单|震惊！哪吒和敖丙合唱了！《我乃哪吒三太子》瀚墨&吕艳婷&王朝1982,经典果冻音乐,音乐,367093,295,109,3626,6,18,1743248716,BV1PMZPYTE6u,https://www.bilibili.com/video/BV1PMZPYTE6u
一口气带你听完李启萌那些神级翻唱，你都过哪几首呢？#李启萌#神级翻唱#句号#放个大招给你看#123我爱你,绮梦音乐馆Qm,音乐,311173,2189,180,15630,6,152,1743415451,BV1hCZJYtEFq,https://www.bilibili.com/video/BV1hCZJYtEFq
愿戴荣光坠入天渊｜《鸣潮》卡提希娅主题曲,JLRS-jayfm,音乐,1548856,70970,38172,45224,8944,1508,1743215224,BV1zUZFYpE9Z,https://www.bilibili.com/video/BV1zUZFYpE9Z
一首《GGbond》人群炸开花,魔人周干,音乐,1059485,71163,292,1911,264,94,1742122750,BV1PpQ8YFEMP,https://www.bilibili.com/video/BV1PpQ8YFEMP
“初见她，漫步溪桥下”《相思遥》绝美戏腔翻唱！,咻咻满,音乐,685010,30156,17077,11869,1722,717,1743584801,BV1FAfPYeE4P,https://www.bilibili.com/video/BV1FAfPYeE4P
SMTR25 Official Trailer Film,SMTOWN,音乐,408740,22158,4947,5288,3241,24285,1743351150,BV1uyZ6YEErN,https://www.bilibili.com/video/BV1uyZ6YEErN
【鼓手养成计划】唐汉霄《就是哪吒》架子鼓演奏,鼓手Shawn,音乐,1269329,7253,7723,92632,6,4,1739454465,BV1c5KWeVEsA,https://www.bilibili.com/video/BV1c5KWeVEsA
循环歌单|“严肃猫の小曲”|《WAKE UP! (Sped Up)-MoonDeity》|动态歌词,心刚音乐库,音乐,289528,4522,1006,27547,80,256,1743321600,BV1h5ZAYVE8q,https://www.bilibili.com/video/BV1h5ZAYVE8q
千万不要低估情歌王子的含金量,盘点音乐2023,音乐,1132920,15459,3870,70901,24,20,1743484582,BV1hdZxYCEfg,https://www.bilibili.com/video/BV1hdZxYCEfg
《鸣潮》OST幕后特别影像——「辉煌圣堂的垂怜」,鸣潮先行公约,音乐,169244,17109,3082,2135,482,136,1743415277,BV1b2ZJYxEFG,https://www.bilibili.com/video/BV1b2ZJYxEFG
“我在5:20睡觉13:14准时起”《5:20AM》,byd小绫,音乐,1876870,54887,9547,138741,1902,367,1743234855,BV15CZcY1Ef1,https://www.bilibili.com/video/BV15CZcY1Ef1
神呐 神呐，救救我吧QAQ！《弄舌》,洛少爷,音乐,901576,49401,8798,49781,970,977,1743480453,BV1HjZ4YFEaX,https://www.bilibili.com/video/BV1HjZ4YFEaX
临表涕零，不知所言,金坤大叔,音乐,2210601,514577,82043,100720,11803,785,1741232233,BV1VPRAYgEPC,https://www.bilibili.com/video/BV1VPRAYgEPC
《Normal No More(小提琴）》循环版|“很多时候不单单是在听曲子，而是在听回忆”|,绪笔梦生花,音乐,340112,19331,2752,54886,560,325,1743379346,BV1dYZkYYERA,https://www.bilibili.com/video/BV1dYZkYYERA
春天就要唱《宣告春天》啊！,Maggie_麦吉,音乐,1045571,404080,30487,104318,6082,270,1742618595,BV13cXnYEEdD,https://www.bilibili.com/video/BV13cXnYEEdD
虽然你不认识我，但可能听过我写的歌……,KBShinya,音乐,2166945,228673,27724,77456,3190,21585,1743074515,BV1fuZ3YUEm3,https://www.bilibili.com/video/BV1fuZ3YUEm3
【不可能错过你】王力宏「最好的地方」演唱会4K官摄,王力宏,音乐,229992,15923,10215,4249,3051,1815,1743393600,BV1v8Z6YZEpZ,https://www.bilibili.com/video/BV1v8Z6YZEpZ
【黄霄雲2025宇宙无敌号巡演】——《不潮不用花钱》舞台直拍！和我一起左左右右扭扭～,黄霄雲,音乐,2844361,212895,16908,37210,4361,2837,1742967752,BV1BMovYCE7d,https://www.bilibili.com/video/BV1BMovYCE7d
🐧他们朝我扔粑粑🐧,单推人六花,音乐,775961,40667,1554,13536,18674,298,1743418562,BV1cnZJY5E6U,https://www.bilibili.com/video/BV1cnZJY5E6U
请赏牛黄(*≧ω≦)【药屋少女的呢喃】,开心蛙蛙_,音乐,466889,104750,4585,19361,921,128,1743329883,BV1xxZzYrErh,https://www.bilibili.com/video/BV1xxZzYrErh
单曲循环|【心要让你看见DJ】|《大手子の小曲》《和平精英の小曲》《使命召唤大手子の小曲》,Breeze微分,音乐,1042261,10064,1698,73358,113,50,1743424926,BV1baZpYYEuT,https://www.bilibili.com/video/BV1baZpYYEuT
你说这《燕云十六州》，什么时候能回来啊？,小少焱的,音乐,1420044,96744,45842,41829,5868,8258,1743141600,BV1K4ZjYkERG,https://www.bilibili.com/video/BV1K4ZjYkERG
点击观看您的愚人节专属视频,Rickrocknroll,音乐,136903,29890,752,2976,3040,10193,1743437752,BV1mVZHYdECn,https://www.bilibili.com/video/BV1mVZHYdECn
【古风歌曲合集】第七期 盘点九首好听的戏腔古风歌曲,果粒橙音乐,音乐,2031820,17329,4749,192727,18,5,1738449000,BV1odFveHEKY,https://www.bilibili.com/video/BV1odFveHEKY
高中生翻唱｜《火力全开》拼好歌系列,一只小璇崽,音乐,1131180,4199,364,19768,20,6,1743319547,BV1khZqY8EM6,https://www.bilibili.com/video/BV1khZqY8EM6
神人翻唱《哆啦Ave睦》,明前奶粉罐,音乐,2244987,219267,33673,68590,37031,447,1742983213,BV1XCoiYBEwm,https://www.bilibili.com/video/BV1XCoiYBEwm
【二游/填词翻唱】⚡用42款二游，合奏一曲《群青》⚡,龙虾ゞ,音乐,1285558,115129,48561,121781,6422,19147,1743127200,BV113Z7YrEj8,https://www.bilibili.com/video/BV113Z7YrEj8
【无损音质】周杰伦歌曲精选100首 歌词版纯享 地表最高音质 每一首都是顶级文案 中国流行音乐开拓者JAY,无损音乐合集,音乐,24336756,53138,37310,71223,6693,2945,1738326240,BV1q4FTeBEMj,https://www.bilibili.com/video/BV1q4FTeBEMj
别给我小马唱死了😭👊🏻 《英雄》,肇岁初十,音乐,731637,47176,4995,12490,2669,2953,1743328800,BV1gUZYYaEEP,https://www.bilibili.com/video/BV1gUZYYaEEP
【翻唱】溯reverse||地下室空灵沉浸版,洋芋坨坨公主,音乐,1355681,274295,47041,125978,7397,11076,1742695500,BV1EWX8YWEs6,https://www.bilibili.com/video/BV1EWX8YWEs6
8090后当年就是吃了多少细糠，才看不上现在的新歌,八零九零音乐,音乐,1843150,38127,14109,37269,6231,14850,1743072755,BV1ryZ3YRESy,https://www.bilibili.com/video/BV1ryZ3YRESy
“我真的爱你，句句不轻易。”我是否是你的《唯一》？,真栗,音乐,717872,37075,11632,12396,1631,652,1743307013,BV1MwZBYuEpp,https://www.bilibili.com/video/BV1MwZBYuEpp
【emo歌曲合集】“前奏一响，遗憾登场”,南风未满,音乐,8475903,106155,36310,552229,2737,7569,1742545705,BV1V9X6YCEbh,https://www.bilibili.com/video/BV1V9X6YCEbh
你可能不认识我，但你应该听过我的歌？来认识一下不？,陈亦洺,音乐,1687122,245276,30431,108674,4114,8406,1743060738,BV1J2ZuY1EKd,https://www.bilibili.com/video/BV1J2ZuY1EKd
如何仅30s学会三首歌曲？！（其实是整活啦！）,七十六喵,音乐,1257412,211701,5263,101178,1620,461,1743167472,BV1NDoRY2EH3,https://www.bilibili.com/video/BV1NDoRY2EH3
"90%的人在电视里听过的BGM,今天终于知道歌名了丨HOPICO",HOPICO,音乐,1787906,75265,40974,35740,4515,7645,1743154200,BV1S6ZPY5E7f,https://www.bilibili.com/video/BV1S6ZPY5E7f
【高端局音乐】“九首顶级emo神曲，你不哭算我输”,小猪忆音,音乐,745540,7733,1626,89204,67,17,1743299592,BV17qZvYmESq,https://www.bilibili.com/video/BV17qZvYmESq
【NCT DREAM】00z的老小是谁?🤔 | DREAM x DREAM,NCTDREAM,音乐,207601,10233,3674,3841,952,4176,1743512400,BV1XyZWYVEZB,https://www.bilibili.com/video/BV1XyZWYVEZB
“自律的痛苦轻如鸿毛，后悔的痛苦重于泰山” |《One Last Time》,Yuki_可依,音乐,294980,18496,2483,22923,541,997,1743228000,BV1d5ZFY1Ef4,https://www.bilibili.com/video/BV1d5ZFY1Ef4
救命！演出图拍成这样怎么办！？,SHENPPER,音乐,606570,83020,2319,20762,3289,52,1742987734,BV1A7oiY4Eti,https://www.bilibili.com/video/BV1A7oiY4Eti
英雄主义【完整版】,在虚无中永存,音乐,4213302,368686,96587,303289,19096,10293,1741914940,BV1ixQgY4EmM,https://www.bilibili.com/video/BV1ixQgY4EmM
《八方来财》火爆国外？老外越听越上头，中国留学生一开口外教懵了,下饭音乐,音乐,225398,1391,42,2793,9,35,1743497178,BV1hoZtYDExh,https://www.bilibili.com/video/BV1hoZtYDExh
"《How Long, How Low》预告片段",Hayd_CN,音乐,1050831,414825,35773,176515,6243,46913,1743482991,BV1YhZ4YSEEc,https://www.bilibili.com/video/BV1YhZ4YSEEc
你真的懂唯一的定义 结尾有惊喜,火火带你去流浪,音乐,663905,135005,11401,24649,2768,100,1743301292,BV1GSZvYzEkz,https://www.bilibili.com/video/BV1GSZvYzEkz
听说“冷门歌手”来B站了？！,大家的音乐机,音乐,305959,6277,798,1113,447,365,1743480000,BV1ffZ4Y8EY5,https://www.bilibili.com/video/BV1ffZ4Y8EY5
【PLAYLIST】经典韩语歌单｜古早抒情｜胶片显影｜同时播放的抒情诗与饶舌信｜“如果思念有声音”,SnowList_,音乐,470433,56328,5239,57991,1351,349,1742917736,BV1Nyo8YyEwG,https://www.bilibili.com/video/BV1Nyo8YyEwG
“李羲承进行曲”是啥？短短几天播放90亿，太魔性了！,咖啡影音,音乐,175574,1712,82,6194,13,35,1743395822,BV1dQZEYAEjN,https://www.bilibili.com/video/BV1dQZEYAEjN
通天大道,盆克吉他手AA,音乐,1027518,140972,9271,15074,22876,1227,1743472800,BV1PrZpY4EN3,https://www.bilibili.com/video/BV1PrZpY4EN3
【Playlist】英文歌单 | 爱是缠绵的诗篇 半是呢喃 半是叹息🎶💞| 暧昧/放松/恋爱/忧伤/旋律,明天见Night,音乐,293660,44486,4962,65290,741,34,1741950204,BV1VNQrYGELx,https://www.bilibili.com/video/BV1VNQrYGELx
【全场直拍】2025 G-DRAGON权志龙高阳演唱会 4K直拍 DAY 1 | Übermensch 250329,K-PLANET,音乐,232993,11754,9099,11866,1711,2550,1743324977,BV1rDZiYoE5Z,https://www.bilibili.com/video/BV1rDZiYoE5Z
《全 世 界 都 在 数 星 星》,瑞典厨师,音乐,1146120,49097,15214,64327,2169,2648,1743156000,BV1HDZVYbEtD,https://www.bilibili.com/video/BV1HDZVYbEtD
